Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Bribery incidence (percent of firms experiencing at least one bribe payment request),Bribery depth (% of public transactions where a gift or informal payment was requested),Percent of firms expected to give gifts in meetings with tax officials,Percent of firms expected to give gifts to secure government contract,Percent of firms expected to give gifts to get an operating license,Percent of firms expected to give gifts to get an import license,Percent of firms expected to give gifts to get a construction permit,Percent of firms expected to give gifts to get an electrical connection,Percent of firms expected to give gifts to get a water connection,"Percent of firms expected to give gifts to public officials ""to get things done""",Percent of firms identifying corruption as a major or very severe constraint,Real annual sales growth (%),Annual employment growth (%),Real annual labor productivity growth (%),Percent of firms buying fixed assets,Capacity utilization (%)*,Age of the establishment (years),Percent of firms with at least 10% of foreign ownership,Percent of firms with at least 10% of government/state ownership,Proportion of private domestic ownership in a firm (%),Percent of firms with legal status of Sole Proprietorship,Senior management time spent dealing with the requirements of government regulation (%),Days to obtain an operating license,[B-READY] Days to obtain a construction-related permit [median],Days to obtain an import license,[B-READY] Days to receive payment under government contract,[B-READY] Percent of firms visited or inspected for health or safety,[B-READY] Percent of firms with a report issued for health or safety inspection,Percent of firms identifying business licensing and permits as a major or very severe constraint,Percent of firms identifying access to land as a major or very severe constraint,[B-READY] Perceptions index of access to land as a constraint,[B-READY] Percent of firms offering formal training over last fiscal year,Proportion of workers offered formal training over last fiscal year (%)*,Years of the top manager's experience working in the firm's sector,Percent of firms where the largest owner is also the top manager,Number of permanent full-time equivalent workers,"Proportion of permanent workers, out of all permanent full-time equivalent workers","Proportion of production workers, out of all permanent workers*","Proportion of skilled workers, out of all permanent production workers (%)*",Proportion of permanent full time workers that completed high school,[B-READY] Weeks to dismiss a full-time permanent worker,[B-READY] Weeks paid in severance,[B-READY] Percent of firms involved in labor dispute over last 3 years,[B-READY] Months to resolve labor dispute,Percent of firms identifying labor regulations as a major or very severe constraint,[B-READY] Perceptions index of labor regulations as a constraint,Percent of firms identifying an inadequately educated workforce as a major or very severe constraint,Management practices index,Score on action when a problem arose,Score on number of performance indicators monitored,Score on time focus of production/service provision targets,Score on achievability of production/service provision targets,Score on knowledge of production/service provision targets,Score on basis of managers' performance bonuses,Score on extent to which non-managers are promoted based on performance,Score on extent to which under-performing non-managers are reassigned or dismissed,Percent of firms competing against unregistered or informal firms,Percent of firms formally registered when they started operations,Number of years firm operated without formal registration,Percent of firms identifying practices of competitors in the informal sector as a major or very severe constraint
Dominica,2010,Exporter Type,NA,Direct exports are 10% or more of sales,Average,7.8,7.8,8.6,NA,0,NA,NA,NA,NA,0,0,-0.8,-1.7,0.9,34.2,NA,15.9,17.9,0,84.7,48.7,2.5,2.7,NA,NA,NA,NA,NA,3,0,94.1,28.1,NA,9.4,NA,13.2,100,NA,NA,NA,NA,NA,NA,NA,3,85.8,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0
Dominica,2010,Exporter Type,NA,Non-exporter,Average,5,3.5,4.1,0,2.4,4.8,NA,0,NA,0,0,-1.8,3.8,-6.1,41.9,NA,14.4,24.7,0,78.4,54.8,1.7,2.6,NA,7.6,NA,NA,NA,0.7,1.8,90.9,15.1,NA,9.6,NA,24.3,99.7,NA,NA,NA,NA,NA,NA,NA,5.1,88.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,96.3,0.4,15.2
Dominica,2010,Gender of Top Manager,NA,Top manager is female,Average,10.4,6.9,14.2,NA,0,NA,NA,NA,NA,0,0,-3.7,-0.3,-3.4,36.4,NA,14,18.8,0,84.1,48.1,1.8,2.8,NA,NA,NA,NA,NA,0,0,97.2,27.5,NA,8.9,NA,16.8,99.6,NA,NA,NA,NA,NA,NA,NA,0,92.2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,100,0,11
Dominica,2010,Gender of Top Manager,NA,Top manager is male,Average,4.5,4.2,3.5,0,2.1,4.9,NA,0,NA,0,0,-0.9,2.8,-4,40.6,NA,15.1,23.9,0,79.1,54.5,2,2.6,NA,8,NA,NA,NA,1.8,1.6,90.2,16.3,NA,9.7,NA,22.3,99.8,NA,NA,NA,NA,NA,NA,NA,5.8,86.5,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,96.6,0.3,10.6
Dominica,2010,Location,NA,Entire Country,Average,5.8,4.8,5.6,0,1.7,3.7,NA,0,NA,0,0,-1.5,2.1,-3.9,39.6,NA,14.8,22.7,0,80.3,53,1.9,2.6,NA,7.3,NA,NA,NA,1.3,1.3,91.8,18.9,NA,9.5,NA,21,99.8,NA,NA,NA,NA,NA,NA,NA,4.4,87.9,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,97.4,0.3,10.7
Dominica,2010,Ownership Type,NA,10% or more foreign ownership,Average,4.7,4.7,5,NA,0,0,NA,NA,NA,0,0,-2.2,8.1,NA,40.4,NA,15.4,100,0,13.2,38.4,1.9,4,NA,6.3,NA,NA,NA,0,0,96.3,21.9,NA,8.1,NA,29.3,99.8,NA,NA,NA,NA,NA,NA,NA,5.9,88.8,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,98,0,11.8
Dominica,2010,Ownership Type,NA,Domestic,Average,6.2,4.8,5.8,0,2,5.9,NA,0,NA,0,0,-1.3,0.5,-2.1,39.4,NA,14.6,0,0,100,57.3,2,2.4,NA,7.9,NA,NA,NA,1.7,1.6,90.5,18.1,NA,9.9,NA,18.6,99.8,NA,NA,NA,NA,NA,NA,NA,4,87.6,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,97.2,0.3,10.4
Dominica,2010,Sector,Manufacturing,All,Average,3.8,1.9,0,NA,0,10,NA,NA,NA,0,0,NA,NA,NA,55.2,NA,22.6,25.9,0,83.6,46.6,1.9,2.6,NA,5.3,NA,NA,NA,0,3.4,92.2,22.4,NA,10.2,NA,32,99.7,NA,NA,NA,NA,NA,NA,NA,0,85.8,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,96.6,0.1,3.4
Dominica,2010,Sector,Manufacturing,Manufacturing,Average,3.8,1.9,0,NA,0,10,NA,NA,NA,0,0,NA,NA,NA,55.2,NA,22.6,25.9,0,83.6,46.6,1.9,2.6,NA,5.3,NA,NA,NA,0,3.4,92.2,22.4,NA,10.2,NA,32,99.7,NA,NA,NA,NA,NA,NA,NA,0,85.8,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,96.6,0.1,3.4
Dominica,2010,Sector,Services,All,Average,6.1,5.2,6.4,0,1.9,0,NA,0,NA,0,0,-1.7,1.9,-3.7,37.7,NA,13.8,22.3,0,79.9,53.8,2,2.6,NA,8.3,NA,NA,NA,1.5,1,91.8,18.5,NA,9.4,NA,19.6,99.8,NA,NA,NA,NA,NA,NA,NA,5,88.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,97.5,0.3,11.6
Dominica,2010,Sector,Services,Services,Average,6.1,5.2,6.4,0,1.9,0,NA,0,NA,0,0,-1.7,1.9,-3.7,37.7,NA,13.8,22.3,0,79.9,53.8,2,2.6,NA,8.3,NA,NA,NA,1.5,1,91.8,18.5,NA,9.4,NA,19.6,99.8,NA,NA,NA,NA,NA,NA,NA,5,88.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,97.5,0.3,11.6
Dominica,2010,Size,NA,Large (100+),Average,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,2010,Size,NA,Medium (20-99),Average,3,3,0,NA,8.7,0,NA,0,NA,0,0,-4.6,3.2,-8.2,41.6,NA,18.6,27.6,0,79.5,36.5,2.2,2.9,NA,6.5,NA,NA,NA,2.4,0,93.8,30,NA,9.9,NA,43.6,99.1,NA,NA,NA,NA,NA,NA,NA,4.7,86.7,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,100,0,20.8
Dominica,2010,Size,NA,Small (5-19),Average,6.9,5.6,6.8,0,0,NA,NA,0,NA,0,0,-0.8,1.8,-2.9,38.1,NA,13.9,20.5,0,80.9,58.7,2,2.6,NA,NA,NA,NA,NA,1.1,1.6,91,16.4,NA,9.5,NA,8.8,100,NA,NA,NA,NA,NA,NA,NA,4.6,87.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,96.6,0.3,8.6
Dominica,2010,NA,NA,NA,Average,5.8,4.8,5.6,0,1.7,3.7,NA,0,NA,0,0,-1.5,2.1,-3.9,39.6,NA,14.8,22.7,0,80.3,53,1.9,2.6,NA,7.3,NA,NA,NA,1.3,1.3,91.8,18.9,NA,9.5,NA,21,99.8,NA,NA,NA,NA,NA,NA,NA,4.4,87.9,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,97.4,0.3,10.7
Dominican Republic,2010,Exporter Type,NA,Direct exports are 10% or more of sales,Average,17.6,11.3,14.6,0,4.9,7.5,NA,0,NA,18.1,35.2,NA,2,NA,72.1,77.6,17.8,24.3,0,75.5,3.4,15.1,26.5,NA,35.1,NA,NA,NA,7.8,12.2,70,59.9,54.7,19.5,NA,211.8,98.1,76.1,45.5,NA,NA,NA,NA,NA,26.6,67.8,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4,85,0.3,43
Dominican Republic,2010,Exporter Type,NA,Non-exporter,Average,16.4,12.5,15.7,35.3,14.2,42,11.2,4,18.3,9.7,66.5,1.6,7,-6.6,45.8,66.6,19.5,11.3,0.4,91.3,12.9,11.5,149.1,60,146.4,NA,NA,NA,16.4,13.4,75,57.1,44.7,20.6,NA,37,95.9,62.3,55.4,NA,NA,NA,NA,NA,15,63.8,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6,80,1.2,42.9
Dominican Republic,2010,Gender of Top Manager,NA,Top manager is female,Average,37.3,31.2,22.8,NA,6.7,84.8,18.3,NA,NA,25.5,73,4.8,3.2,-4.7,28,73.6,18.9,5.9,0,95.9,11.2,8.6,135.9,60,280.9,NA,NA,NA,25.6,5.8,74.6,52.6,63.7,16.3,NA,47.7,96.8,51.1,24,NA,NA,NA,NA,NA,8.7,70.2,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9,88.3,0.3,28.8
Dominican Republic,2010,Gender of Top Manager,NA,Top manager is male,Average,13.3,9.6,14.1,27,15.7,23.9,12.6,3,18.8,8.3,64.1,1.3,7.3,-6.5,49.5,67.5,19.5,12.6,0.4,89.9,12.6,12.1,139.4,30,38.2,NA,NA,NA,14.8,14.3,74.7,57.5,44.8,21,NA,44.7,95.9,64.9,56.6,NA,NA,NA,NA,NA,16.4,63.6,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3,79.4,1.3,44.3
Dominican Republic,2010,Location,NA,Rest of the country,Average,10.8,6.7,3.2,22.5,2.2,10.3,31.9,3.6,0,8.3,51.4,1.5,5.8,-4,42.9,70.5,17.1,10.7,1.8,92.4,10.9,8.8,24.8,30,16.4,NA,NA,NA,8,6.4,85.2,60.9,55.2,18.4,NA,62.4,98.4,71.4,56.9,NA,NA,NA,NA,NA,17.9,63.7,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9,79.7,0.8,39.5
Dominican Republic,2010,Location,NA,Santo Domingo,Average,17.4,13.4,17.6,34.4,15.8,41.8,9.8,3.9,21.9,10.5,68.2,1.7,7,-6.8,47.8,67.3,20,12.1,0,90.3,12.7,12.4,155.3,60,147.8,NA,NA,NA,17.7,14.9,72.3,56.1,43.8,20.9,NA,40.9,95.5,62,53.5,NA,NA,NA,NA,NA,14.9,64.4,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,80.5,1.3,43.3
Dominican Republic,2010,Ownership Type,NA,10% or more foreign ownership,Average,12.4,7.2,15.8,31.5,11.4,22.1,18.2,9.3,12.4,1.8,37.6,1,4.6,-3.4,62.2,72.1,19.4,100,2.7,30.4,5.8,10.3,59.6,45,31.4,NA,NA,NA,10.3,17.3,72.6,60.9,52.4,22.7,NA,105.6,95.7,65.5,66.8,NA,NA,NA,NA,NA,12.8,69.6,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2,82.8,1,54.4
Dominican Republic,2010,Ownership Type,NA,Domestic,Average,16.4,12.8,15.3,33.5,13.8,37.9,10.4,2.5,19.2,11.3,68.9,1.8,7.2,-6.8,45,67,19.4,0,0,98.7,13.2,11.8,150.3,60,133.2,NA,NA,NA,16.8,12.9,75,56.8,44.8,20.2,NA,36.8,96,63.3,51.6,NA,NA,NA,NA,NA,16,63.6,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.2,80,1.2,40.8
Dominican Republic,2010,Sector,Manufacturing,All,Average,14.3,11,15.9,18.8,2.4,4.4,33.8,7,0,6.8,58.8,2.6,4.7,-2.2,52.9,68,22.8,13,0,84,16.5,11.1,87.9,20,25.2,NA,NA,NA,16.2,11.3,72.7,55.9,46.1,22.1,NA,79.6,96.6,63.9,54.2,NA,NA,NA,NA,NA,19.3,57.6,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.3,74.6,2.9,45.4
Dominican Republic,2010,Sector,Manufacturing,Manufacturing,Average,14.3,11,15.9,18.8,2.4,4.4,33.8,7,0,6.8,58.8,2.6,4.7,-2.2,52.9,68,22.8,13,0,84,16.5,11.1,87.9,20,25.2,NA,NA,NA,16.2,11.3,72.7,55.9,46.1,22.1,NA,79.6,96.6,63.9,54.2,NA,NA,NA,NA,NA,19.3,57.6,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.3,74.6,2.9,45.4
Dominican Republic,2010,Sector,Services,All,Average,17.2,12.9,15.1,40.4,15.5,47.9,8.3,2.3,32.5,11.2,67.3,1.3,7.5,-7.9,44.9,NA,18.2,11.4,0.5,92.9,11,12,149.1,60,178.5,NA,NA,NA,15.8,14,75.4,57.4,NA,19.9,NA,33.1,95.8,NA,NA,NA,NA,NA,NA,NA,14.1,66.6,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3,82.2,0.6,41.7
Dominican Republic,2010,Sector,Services,Other Services,Average,19.4,15.3,16.8,43.8,20.3,56.8,5.7,2.7,37.8,11.3,64.6,-1.3,8.6,-13.2,50.1,NA,19,15,0.6,90.7,7.6,12.2,183.4,60,217.2,NA,NA,NA,16.9,12.9,79.8,67.2,NA,19.7,NA,36.5,94.9,NA,NA,NA,NA,NA,NA,NA,10.2,70,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,80.5,0.6,44.9
Dominican Republic,2010,Sector,Services,Retail,Average,11.7,7,12.5,20.4,0,11.3,30.6,0,0,10.9,73.1,6.2,4.9,2.2,33,NA,16.4,3.3,0.1,97.7,18.6,11.4,59,90,81.7,NA,NA,NA,13.4,16.2,65.8,35.9,NA,20.6,NA,25.4,97.9,NA,NA,NA,NA,NA,NA,NA,22.8,59,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3,86.2,0.6,34
Dominican Republic,2010,Size,NA,Large (100+),Average,20,14,22.3,33.4,13.8,21.9,29.1,8.8,12.7,7.6,52.5,-1.1,7.2,-8.6,59.7,79.8,27.8,31.6,0.3,73.8,2.9,11.8,45.7,45,31.6,NA,NA,NA,13.8,22.1,73.6,82.8,52.8,23.7,NA,278.4,97.4,76.3,54.6,NA,NA,NA,NA,NA,28.7,57.2,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6,88.8,0.4,38.8
Dominican Republic,2010,Size,NA,Medium (20-99),Average,6.7,4.3,3.2,13.3,0,4.6,12.2,5.2,0,7.5,53.7,1.5,6.9,-5.2,55.6,74,21.4,17.3,1,88.9,9.5,12.8,134.9,60,64,NA,NA,NA,11.8,14.8,76.2,72.5,39.9,21.1,NA,40.6,96.9,60.8,50.4,NA,NA,NA,NA,NA,13.9,65.3,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.1,85.1,0.6,46.8
Dominican Republic,2010,Size,NA,Small (5-19),Average,21.5,16.9,23,51.1,22.4,62.6,8.5,2.5,23.5,11.6,73.4,2.3,6.6,-6.3,40.4,58.1,17,5.9,0,94.2,15.4,11.1,169.7,NA,183.9,NA,NA,NA,18.4,11.2,74.2,44.7,49.1,19.7,NA,10.8,95.4,62.7,57.2,NA,NA,NA,NA,NA,14.2,64.8,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.9,76.5,1.7,40.9
Dominican Republic,2010,NA,NA,NA,Average,16.3,12.3,15.3,33.4,13.6,36.7,13.5,3.8,17.9,10.1,65.2,1.7,6.8,-6.2,46.9,68,19.4,11.8,0.4,90.7,12.4,11.7,138.4,60,120.8,NA,NA,NA,15.9,13.3,74.7,57,46.1,20.5,NA,44.8,96,63.9,54.2,NA,NA,NA,NA,NA,15.5,64.3,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8,80.3,1.2,42.6
Dominican Republic,2016,Exporter Type,NA,Direct exports are 10% or more of sales,Average,3,3,5.1,NA,NA,NA,NA,NA,NA,19.8,15.5,NA,8.2,NA,37.6,73.3,19.1,17,0,85.1,49.2,9.2,NA,NA,NA,NA,NA,NA,0,0.7,82.8,43,46.7,23.7,NA,231.5,96.6,75.3,90.3,82.7,NA,NA,NA,NA,27.6,49.6,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,90,0.3,24.2
Dominican Republic,2016,Exporter Type,NA,Non-exporter,Average,12.9,11.4,12.3,23.2,19.1,11.1,13.4,6.1,0,15.1,33,7.9,6.1,0.6,35.3,66.2,20.2,3.9,0,97.1,53.7,7,41.6,15,20.3,NA,NA,NA,7,4.4,82.6,22.2,53.2,22,NA,36.3,97.9,67.5,63.9,72.5,NA,NA,NA,NA,14.9,61.9,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,78.1,1.6,50
Dominican Republic,2016,Gender of Top Manager,NA,Top manager is female,Average,10.5,6.6,15.3,NA,NA,NA,0,15.2,NA,13.7,26.5,-0.8,5.3,-8.3,35.3,58.3,19.5,2.6,0,98.2,53.6,4.8,NA,30,NA,NA,NA,NA,3.4,8.9,80.4,11.4,NA,20.1,NA,42.9,98.5,57.3,85.4,77.2,NA,NA,NA,NA,16.7,64.4,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,69.3,3.2,48
Dominican Republic,2016,Gender of Top Manager,NA,Top manager is male,Average,12.6,11.7,11.7,26,19.5,7.1,17.9,3.2,0,15.8,33.4,10.2,6.4,3.2,35.5,69,20.3,5.2,0,96,53.2,7.8,41.4,15,13.9,NA,NA,NA,7.4,2.9,83.3,26.7,51.4,22.6,NA,48.4,97.7,70.8,68.6,71.9,NA,NA,NA,NA,15.2,60.5,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,81.3,1.1,48.6
Dominican Republic,2016,Location,NA,Rest of the country,Average,20.4,17.4,15.6,NA,NA,NA,20.5,12.5,NA,15,24,5.8,8.8,-6.6,32.5,73.8,19.7,3.4,0,97.8,61.7,3.7,NA,15,NA,NA,NA,NA,7.2,2.4,87.7,14.7,63.6,20.1,NA,32.3,98.2,65,56.7,70.1,NA,NA,NA,NA,10.8,63.5,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6,72.1,2.4,48.6
Dominican Republic,2016,Location,NA,"Santiago,  Puerto Plata, Espaillat",Average,7.2,6.9,13.9,NA,0,0,0,0.9,0,7.9,30.1,2.2,5.8,-6.4,28.2,74.9,21.9,6.1,0,95.9,63.6,4.6,41.6,12,25.2,NA,NA,NA,4.4,0.8,82.3,33,53.3,21.7,NA,71,98.1,75.7,94.3,75.4,NA,NA,NA,NA,14.3,61.8,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,73.3,1.8,48
Dominican Republic,2016,Location,NA,Santo Domingo,Average,11.1,9.9,9.6,19.4,14.4,NA,11.5,6,0,18.7,37.3,10.3,4.8,5.7,39.9,58.9,19.8,4.7,0,95.9,44.4,10,30.9,30,NA,NA,NA,NA,7.2,6.6,80,24.3,43.1,23.2,NA,46,97.6,68.6,69.5,73.7,NA,NA,NA,NA,18.7,59.9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5,84.5,1,48.5
Dominican Republic,2016,Ownership Type,NA,10% or more foreign ownership,Average,2,2,3.5,NA,0,0,5.4,NA,NA,9.5,12.3,NA,4.8,NA,27.5,73.9,23.1,100,0,22.8,12.7,9.9,NA,3,NA,NA,NA,NA,3.6,0.6,85.1,42,32.9,23.9,NA,168.7,98.9,69.5,85.7,64.9,NA,NA,NA,NA,16.4,64.8,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,84.7,1,34.8
Dominican Republic,2016,Ownership Type,NA,Domestic,Average,13.2,11.7,12.7,23.5,20.3,9,14.4,6,0,15.6,32.9,7.8,6.2,0.7,35.8,67,20,0,0,100,55.4,7,42.5,15,15.7,NA,NA,NA,6.7,4.4,82.5,22.4,57.5,22,NA,41,97.8,69.2,68,73.6,NA,NA,NA,NA,15.5,61.1,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,78.5,1.6,49.2
Dominican Republic,2016,Sector,Manufacturing,All,Average,3.1,2.2,2.4,0,5.3,12.8,15.3,0,0,8.5,19.2,4.9,5.4,-3.4,52.7,67.8,19.5,9.8,0,91.3,27.8,6.2,15,30,23.5,NA,NA,NA,3.2,4.5,84.8,25.5,51.7,25.5,NA,108.9,96.7,69.3,70,76.1,NA,NA,NA,NA,14,58.4,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7,82.4,1.4,52.3
Dominican Republic,2016,Sector,Manufacturing,Manufacturing,Average,3.1,2.2,2.4,0,5.3,12.8,15.3,0,0,8.5,19.2,4.9,5.4,-3.4,52.7,67.8,19.5,9.8,0,91.3,27.8,6.2,15,30,23.5,NA,NA,NA,3.2,4.5,84.8,25.5,51.7,25.5,NA,108.9,96.7,69.3,70,76.1,NA,NA,NA,NA,14,58.4,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7,82.4,1.4,52.3
Dominican Republic,2016,Sector,Services,All,Average,14.1,12.7,13.2,25.4,24.5,NA,13.2,7.4,0,16.7,34.5,8.5,6.3,1.4,32.1,NA,20.3,3.6,0,97.4,58.2,7.3,55.3,15,NA,NA,NA,NA,7.3,4.1,82.2,23,NA,21.4,NA,35.3,98.1,NA,NA,72.5,NA,NA,NA,NA,15.8,61.9,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8,78,1.6,47.7
Dominican Republic,2016,Sector,Services,Other Services,Average,20.4,18.9,19,22.9,46.1,NA,21.3,5.9,NA,17.5,37.4,10.6,6.5,3.8,38.2,NA,18.5,6,0,95.2,55,5.9,97.5,15,NA,NA,NA,NA,9.6,4.1,81.8,26.2,NA,21.5,NA,45.6,98.1,NA,NA,73.8,NA,NA,NA,NA,13.8,61.9,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,82.7,1,47.2
Dominican Republic,2016,Sector,Services,Retail,Average,7.7,6.2,8.3,NA,0,NA,0,8.7,NA,15.9,31.7,6.1,6.1,-1.4,26.2,NA,22,1.3,0,99.5,61.2,8.7,22,3,NA,NA,NA,NA,5,4.1,82.7,19.9,NA,21.3,NA,25.5,98,NA,NA,71.5,NA,NA,NA,NA,17.7,61.9,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2,73.3,2.2,48.2
Dominican Republic,2016,Size,NA,Large (100+),Average,13.6,12.5,3.9,NA,10.7,25.3,18.3,23.7,0,7,34.2,8.3,5.4,3.6,53.8,82.6,26.8,18.5,0,88.7,27.3,7.9,20.1,30,NA,NA,NA,NA,3,4.6,79.9,60,53,27.1,NA,307.2,95.9,75.6,88.9,83.3,NA,NA,NA,NA,26.8,54.7,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,91.8,0.4,38.7
Dominican Republic,2016,Size,NA,Medium (20-99),Average,6.6,6.4,7.7,29.8,8.1,0,9.7,0.6,NA,18.3,33,7.8,5.8,0.8,46.1,63.8,22.6,6.6,0,93.6,36.7,7.1,20,7,15.9,NA,NA,NA,5.5,5.1,83.7,32,51,26.5,NA,40,96.9,68,85.7,78.4,NA,NA,NA,NA,16.5,61.4,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8,83,1.2,38.6
Dominican Republic,2016,Size,NA,Small (5-19),Average,15.9,13.6,17.2,10,30.2,NA,13.8,7.2,0,15.4,31.2,7.8,6.4,0.1,28.4,63.3,18.1,1.7,0,98.8,64,7,69.2,15,NA,NA,NA,NA,7.6,3.8,82.7,14.2,NA,19.5,NA,9.3,98.5,66.7,45.4,69.2,NA,NA,NA,NA,13.4,62.3,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,74.9,1.9,53.9
Dominican Republic,2016,NA,NA,NA,Average,12.3,11,11.9,23.2,18.6,7.1,13.5,5.9,0,15.3,32,7.9,6.2,0.7,35.4,67.8,20.2,4.6,0,96.4,53.3,7.1,41.3,15,13.9,NA,NA,NA,6.6,4.2,82.7,23.4,51.7,22,NA,47.2,97.9,69.3,70,73.1,NA,NA,NA,NA,15.5,61.3,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1,78.7,1.6,48.4
Ecuador,2006,Exporter Type,NA,Direct exports are 10% or more of sales,Average,22.4,12,14.6,6.2,27.3,9.5,42.8,11.9,31.8,14.2,78.5,2.2,2.9,-1.9,64.3,67.2,22,26.8,0.5,78.6,0.9,19.9,10.2,20,7.6,NA,NA,NA,24.7,17.6,76.9,83.7,72.9,23.5,NA,122.3,95.2,76.4,62.9,NA,NA,NA,NA,NA,25,60.1,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3,0.1,35.6
Ecuador,2006,Exporter Type,NA,Non-exporter,Average,14.7,10.4,11,27.9,11.9,7.9,9.1,10,3.6,22.1,71.4,5.3,4.1,1.4,68.1,68.9,18.7,12.4,0.3,89.8,4.9,17.1,21.1,30,8.3,NA,NA,NA,11.3,12.5,80.4,58.2,71.3,19.3,NA,43.3,93,72,64.2,NA,NA,NA,NA,NA,15.4,69.1,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,90.7,0.5,39.5
Ecuador,2006,Location,NA,Azuay,Average,5.7,3.9,7.3,13.2,6.7,3.2,0,2.2,NA,10.3,76,10.1,6.3,5.2,75.1,68.1,18.6,6.8,0,96.7,0,17.8,19,30,4.7,NA,NA,NA,11.7,14.5,80.9,54.5,53.6,16.7,NA,35.1,93.5,63,68.3,NA,NA,NA,NA,NA,20,74.3,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,89.5,1,41.6
Ecuador,2006,Location,NA,Guayas,Average,18.3,14.8,9.8,47.2,21,8.4,20.1,22,21.6,20.7,72,6.8,2.5,3.3,72.8,68.6,18.9,12.5,0.1,89.4,4.5,20.9,20,30,9.8,NA,NA,NA,13.7,11.9,80.9,65.4,73.6,20.8,NA,55.4,89.9,71.6,56.3,NA,NA,NA,NA,NA,15.8,68.8,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,89.2,0.6,37.1
