year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city,co2_per_capita_scaled
2015,Germany,59645.4906894865,9.61463807085839,DEU,High income,Europe & Central Asia,Berlin,9614638.070858391
2014,Germany,59185.9075852254,9.62211712407002,DEU,High income,Europe & Central Asia,Berlin,9622117.124070019
2013,Germany,58171.133125413,10.146596333427,DEU,High income,Europe & Central Asia,Berlin,10146596.333427
2012,Germany,58105.6806643158,9.95283318393894,DEU,High income,Europe & Central Asia,Berlin,9952833.183938941
2011,Germany,57940.0589696578,9.82308149476656,DEU,High income,Europe & Central Asia,Berlin,9823081.49476656
2010,Germany,54815.9431648125,9.97076314799296,DEU,High income,Europe & Central Asia,Berlin,9970763.14799296
2009,Germany,52552.788314258,9.38377840809783,DEU,High income,Europe & Central Asia,Berlin,9383778.40809783
2008,Germany,55497.2083439386,10.1127039223934,DEU,High income,Europe & Central Asia,Berlin,10112703.9223934
2007,Germany,54892.0456944195,10.0526202857226,DEU,High income,Europe & Central Asia,Berlin,10052620.2857226
2006,Germany,53278.8772265927,10.3895650954907,DEU,High income,Europe & Central Asia,Berlin,10389565.095490701
2005,Germany,51243.0182861156,10.211048890339,DEU,High income,Europe & Central Asia,Berlin,10211048.890339
2004,Germany,50764.3135273254,10.4673272879794,DEU,High income,Europe & Central Asia,Berlin,10467327.2879794
2003,Germany,50170.1322325247,10.641365099471,DEU,High income,Europe & Central Asia,Berlin,10641365.099471001
2002,Germany,50465.3462669791,10.5507028586229,DEU,High income,Europe & Central Asia,Berlin,10550702.8586229
2001,Germany,50665.9397043067,10.7567590377283,DEU,High income,Europe & Central Asia,Berlin,10756759.037728298
2000,Germany,49934.0531374019,10.6035726774407,DEU,High income,Europe & Central Asia,Berlin,10603572.677440701
1999,Germany,48603.2892679468,10.6092694512488,DEU,High income,Europe & Central Asia,Berlin,10609269.4512488
1998,Germany,47620.3450381237,11.0540134857749,DEU,High income,Europe & Central Asia,Berlin,11054013.4857749
1997,Germany,46649.7039517527,11.0662952908103,DEU,High income,Europe & Central Asia,Berlin,11066295.2908103
1996,Germany,45867.2548586877,11.4716186132399,DEU,High income,Europe & Central Asia,Berlin,11471618.6132399
1995,Germany,45527.5742506478,11.1513495835007,DEU,High income,Europe & Central Asia,Berlin,11151349.5835007
1994,Germany,44984.3811675911,11.2429110177923,DEU,High income,Europe & Central Asia,Berlin,11242911.017792301
1993,Germany,43997.8030829847,11.4550106194384,DEU,High income,Europe & Central Asia,Berlin,11455010.6194384
1992,Germany,44723.286978149,11.6354229760005,DEU,High income,Europe & Central Asia,Berlin,11635422.9760005
2023,Ghana,6796.47361923819,0.715161048415123,GHA,Lower middle income,Sub-Saharan Africa ,Accra,715161.0484151229
2022,Ghana,6729.27440352562,0.74779288471693,GHA,Lower middle income,Sub-Saharan Africa ,Accra,747792.88471693
2021,Ghana,6607.50297378321,0.769081387566187,GHA,Lower middle income,Sub-Saharan Africa ,Accra,769081.3875661871
2020,Ghana,6412.68541762469,0.694591465973721,GHA,Lower middle income,Sub-Saharan Africa ,Accra,694591.465973721
2019,Ghana,6508.24652305901,0.646259814590671,GHA,Lower middle income,Sub-Saharan Africa ,Accra,646259.814590671
2018,Ghana,6234.51208201488,0.624474807658632,GHA,Lower middle income,Sub-Saharan Africa ,Accra,624474.8076586319
2017,Ghana,5993.63085211077,0.56531257929042,GHA,Lower middle income,Sub-Saharan Africa ,Accra,565312.57929042
2016,Ghana,5666.07795334591,0.551610938298262,GHA,Lower middle income,Sub-Saharan Africa ,Accra,551610.9382982621
2015,Ghana,5607.36635657413,0.55019733017081,GHA,Lower middle income,Sub-Saharan Africa ,Accra,550197.33017081
2014,Ghana,5619.07233511591,0.53483767968666,GHA,Lower middle income,Sub-Saharan Africa ,Accra,534837.67968666
2013,Ghana,5593.77481886917,0.568282710926634,GHA,Lower middle income,Sub-Saharan Africa ,Accra,568282.7109266339
2012,Ghana,5339.71321903045,0.547619257800513,GHA,Lower middle income,Sub-Saharan Africa ,Accra,547619.2578005131
2011,Ghana,5005.36732498187,0.464903586452745,GHA,Lower middle income,Sub-Saharan Africa ,Accra,464903.58645274496
2010,Ghana,4495.68916584106,0.441534924736982,GHA,Lower middle income,Sub-Saharan Africa ,Accra,441534.92473698204
2009,Ghana,4269.16005861557,0.404107942736949,GHA,Lower middle income,Sub-Saharan Africa ,Accra,404107.942736949
2008,Ghana,4174.78124103364,0.360677091817029,GHA,Lower middle income,Sub-Saharan Africa ,Accra,360677.091817029
2007,Ghana,3923.12567803728,0.38961133992201,GHA,Lower middle income,Sub-Saharan Africa ,Accra,389611.33992201
2006,Ghana,3857.86154847605,0.378521453035589,GHA,Lower middle income,Sub-Saharan Africa ,Accra,378521.45303558896
2005,Ghana,3721.30785741996,0.320172825707263,GHA,Lower middle income,Sub-Saharan Africa ,Accra,320172.825707263
2004,Ghana,3607.36522285021,0.310979848546055,GHA,Lower middle income,Sub-Saharan Africa ,Accra,310979.848546055
2003,Ghana,3507.75105744843,0.341794657906,GHA,Lower middle income,Sub-Saharan Africa ,Accra,341794.657906
2002,Ghana,3425.61820934278,0.373937715865032,GHA,Lower middle income,Sub-Saharan Africa ,Accra,373937.715865032
2001,Ghana,3369.50702508212,0.325937299069091,GHA,Lower middle income,Sub-Saharan Africa ,Accra,325937.29906909104
2000,Ghana,3327.35199291767,0.309918675819891,GHA,Lower middle income,Sub-Saharan Africa ,Accra,309918.67581989104
1999,Ghana,3290.26865235748,0.35731324253791,GHA,Lower middle income,Sub-Saharan Africa ,Accra,357313.24253791
1998,Ghana,3229.48228272631,0.335498069460055,GHA,Lower middle income,Sub-Saharan Africa ,Accra,335498.069460055
1997,Ghana,3160.44504053249,0.253133978377493,GHA,Lower middle income,Sub-Saharan Africa ,Accra,253133.978377493
1996,Ghana,3106.18555480388,0.246426468097096,GHA,Lower middle income,Sub-Saharan Africa ,Accra,246426.46809709602
1995,Ghana,3039.68873031674,0.232438418791131,GHA,Lower middle income,Sub-Saharan Africa ,Accra,232438.418791131
1994,Ghana,2989.34731012131,0.221476956357223,GHA,Lower middle income,Sub-Saharan Africa ,Accra,221476.956357223
1993,Ghana,2964.26600943658,0.213134570086089,GHA,Lower middle income,Sub-Saharan Africa ,Accra,213134.570086089
1992,Ghana,2897.83543196858,0.211753518953367,GHA,Lower middle income,Sub-Saharan Africa ,Accra,211753.518953367
2023,Greece,36821.2753699812,4.96598558389973,GRC,High income,Europe & Central Asia,Athens,4965985.58389973
2022,Greece,35874.2385851541,5.26328648728615,GRC,High income,Europe & Central Asia,Athens,5263286.48728615
2021,Greece,33500.9226413466,5.12795330813371,GRC,High income,Europe & Central Asia,Athens,5127953.30813371
2020,Greece,30459.6250434994,4.8953045160399,GRC,High income,Europe & Central Asia,Athens,4895304.5160399005
2019,Greece,33472.5437804923,5.74720223190943,GRC,High income,Europe & Central Asia,Athens,5747202.23190943
2018,Greece,32692.8278260795,6.2035807344197,GRC,High income,Europe & Central Asia,Athens,6203580.7344197
2017,Greece,31966.5629313823,6.35806052416813,GRC,High income,Europe & Central Asia,Athens,6358060.52416813
2016,Greece,31440.2467841634,6.32481286373172,GRC,High income,Europe & Central Asia,Athens,6324812.86373172
2015,Greece,31319.712426657,6.41792356501775,GRC,High income,Europe & Central Asia,Athens,6417923.56501775
2014,Greece,31185.2337438832,6.51868415198726,GRC,High income,Europe & Central Asia,Athens,6518684.151987259
2013,Greece,30734.7070343649,6.73638655927369,GRC,High income,Europe & Central Asia,Athens,6736386.55927369
2012,Greece,31222.0508457395,7.38308001685105,GRC,High income,Europe & Central Asia,Athens,7383080.01685105
2011,Greece,33875.9206825044,7.75654960932108,GRC,High income,Europe & Central Asia,Athens,7756549.60932108
2010,Greece,37532.8772346761,8.01089544866936,GRC,High income,Europe & Central Asia,Athens,8010895.448669361
2009,Greece,39850.2511215098,8.66246085695196,GRC,High income,Europe & Central Asia,Athens,8662460.85695196
2008,Greece,41671.7814559454,9.19226047747029,GRC,High income,Europe & Central Asia,Athens,9192260.47747029
2007,Greece,41758.5492886553,9.59392306973099,GRC,High income,Europe & Central Asia,Athens,9593923.06973099
2006,Greece,40446.6562543421,9.28993076633962,GRC,High income,Europe & Central Asia,Athens,9289930.766339619
2005,Greece,38112.5686311984,9.43127683435642,GRC,High income,Europe & Central Asia,Athens,9431276.834356422
2004,Greece,37777.3995913003,9.27198472388443,GRC,High income,Europe & Central Asia,Athens,9271984.72388443
2003,Greece,35938.269623775,9.31836088165614,GRC,High income,Europe & Central Asia,Athens,9318360.88165614
2002,Greece,34050.3005997262,8.99592754445001,GRC,High income,Europe & Central Asia,Athens,8995927.544450011
2001,Greece,32646.4677048793,9.03224155257918,GRC,High income,Europe & Central Asia,Athens,9032241.55257918
2000,Greece,31358.3408564742,8.88916404955557,GRC,High income,Europe & Central Asia,Athens,8889164.04955557
1999,Greece,30235.768463587,8.26018347662237,GRC,High income,Europe & Central Asia,Athens,8260183.47662237
1998,Greece,29565.8440644922,8.26858127725092,GRC,High income,Europe & Central Asia,Athens,8268581.27725092
1997,Greece,28742.3019461556,7.99072604839635,GRC,High income,Europe & Central Asia,Athens,7990726.04839635
1996,Greece,27879.9466093235,7.94075673026167,GRC,High income,Europe & Central Asia,Athens,7940756.73026167
1995,Greece,27621.2212719386,7.97691531262613,GRC,High income,Europe & Central Asia,Athens,7976915.31262613
1994,Greece,27179.8675868623,7.72437006571532,GRC,High income,Europe & Central Asia,Athens,7724370.0657153195
1993,Greece,26780.6856754127,7.60806335121503,GRC,High income,Europe & Central Asia,Athens,7608063.35121503
1992,Greece,27376.7181019738,7.69844508076258,GRC,High income,Europe & Central Asia,Athens,7698445.08076258
2023,Greenland,,10.2382836542689,GRL,High income,Europe & Central Asia,Nuuk,10238283.6542689
2022,Greenland,,10.1621926898572,GRL,High income,Europe & Central Asia,Nuuk,10162192.6898572
2021,Greenland,68086.4601238175,9.67998164263146,GRL,High income,Europe & Central Asia,Nuuk,9679981.64263146
2020,Greenland,67560.25390278,9.35831248780315,GRL,High income,Europe & Central Asia,Nuuk,9358312.48780315
2019,Greenland,67604.0507009986,9.31614050689195,GRL,High income,Europe & Central Asia,Nuuk,9316140.50689195
2018,Greenland,65979.1610559972,9.26940720775396,GRL,High income,Europe & Central Asia,Nuuk,9269407.20775396
2017,Greenland,65396.6827812631,9.15046642455316,GRL,High income,Europe & Central Asia,Nuuk,9150466.42455316
2016,Greenland,65345.93201087,9.35642330829744,GRL,High income,Europe & Central Asia,Nuuk,9356423.30829744
2015,Greenland,62503.3971519875,9.37555690202089,GRL,High income,Europe & Central Asia,Nuuk,9375556.90202089
2014,Greenland,63919.1545760603,8.68816058264499,GRL,High income,Europe & Central Asia,Nuuk,8688160.58264499
2013,Greenland,60822.1356274489,9.68610024255086,GRL,High income,Europe & Central Asia,Nuuk,9686100.242550861
2012,Greenland,61267.4653326765,9.60922372821686,GRL,High income,Europe & Central Asia,Nuuk,9609223.728216859
2011,Greenland,60340.0526352868,12.162067147126,GRL,High income,Europe & Central Asia,Nuuk,12162067.147126
2010,Greenland,60625.1628549313,11.4348475529391,GRL,High income,Europe & Central Asia,Nuuk,11434847.5529391
2009,Greenland,60206.5380325069,9.92134651918399,GRL,High income,Europe & Central Asia,Nuuk,9921346.51918399
2008,Greenland,59684.3556829567,11.4401363442693,GRL,High income,Europe & Central Asia,Nuuk,11440136.3442693
2007,Greenland,55992.2393212235,11.0582618689771,GRL,High income,Europe & Central Asia,Nuuk,11058261.8689771
2006,Greenland,54494.3100375795,11.1829358509177,GRL,High income,Europe & Central Asia,Nuuk,11182935.850917699
2005,Greenland,51480.1326804102,10.8755598489506,GRL,High income,Europe & Central Asia,Nuuk,10875559.8489506
2004,Greenland,49055.2174880059,10.7676899017765,GRL,High income,Europe & Central Asia,Nuuk,10767689.9017765
2003,Greenland,46004.0781075522,0.0246630846472298,GRL,High income,Europe & Central Asia,Nuuk,24663.0846472298
2002,Greenland,44173.9284155575,0.0247310498330654,GRL,High income,Europe & Central Asia,Nuuk,24731.0498330654
2001,Greenland,44812.1694853925,0.0248447204968944,GRL,High income,Europe & Central Asia,Nuuk,24844.720496894402
2000,Greenland,44368.720295299,0.0231316725978648,GRL,High income,Europe & Central Asia,Nuuk,23131.6725978648
1999,Greenland,41500.6033685224,0.0231729055258467,GRL,High income,Europe & Central Asia,Nuuk,23172.9055258467
1998,Greenland,40936.5450814268,0.0231729055258467,GRL,High income,Europe & Central Asia,Nuuk,23172.9055258467
1997,Greenland,38057.1771953735,0.0232142857142857,GRL,High income,Europe & Central Asia,Nuuk,23214.285714285703
1996,Greenland,37573.3334066345,0.0232558139534884,GRL,High income,Europe & Central Asia,Nuuk,23255.8139534884
1995,Greenland,37073.5778318884,0.021505376344086,GRL,High income,Europe & Central Asia,Nuuk,21505.376344086
1994,Greenland,35934.1085340757,0.0216216216216216,GRL,High income,Europe & Central Asia,Nuuk,21621.621621621598
1993,Greenland,34108.67836165,0.0217391304347826,GRL,High income,Europe & Central Asia,Nuuk,21739.1304347826
1992,Greenland,35849.4870736657,0.0216998191681736,GRL,High income,Europe & Central Asia,Nuuk,21699.8191681736
2023,Grenada,16946.473156154,1.21881432512534,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1218814.3251253401
2022,Grenada,16386.46233816,1.15727079110108,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1157270.79110108
2021,Grenada,15298.1231115237,1.15521733168792,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1155217.33168792
2020,Grenada,14656.7208773809,1.04778195133272,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1047781.95133272
2019,Grenada,17047.3549261258,1.29503970477923,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1295039.7047792298
2018,Grenada,16975.247600506,1.13059788574738,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1130597.8857473799
2017,Grenada,16301.4724432012,1.10795405325803,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1107954.05325803
2016,Grenada,15650.411723041,1.10657517588813,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1106575.17588813
2015,Grenada,15145.9720224376,1.02026579231923,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1020265.79231923
2014,Grenada,14296.7091406227,0.962920127571584,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,962920.127571584
2013,Grenada,13394.5216776985,1.07941878805502,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1079418.78805502
2012,Grenada,13169.4604768133,0.842385280425626,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,842385.280425626
2011,Grenada,13406.0598778032,0.819957351510988,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,819957.3515109881
2010,Grenada,13363.092025109,1.06375351746635,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,1063753.51746635
2009,Grenada,13471.8304089174,0.953673575781545,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,953673.575781545
2008,Grenada,14472.4228873921,0.889121338912134,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,889121.338912134
2007,Grenada,14385.091845237,0.816127105915564,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,816127.105915564
2006,Grenada,13602.6854098528,0.737276978253961,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,737276.978253961
2005,Grenada,14220.5512866626,0.648841744582354,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,648841.744582354
2004,Grenada,12601.0714901277,0.605545036268672,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,605545.036268672
2003,Grenada,12734.3250905091,0.639212372800411,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,639212.372800411
2002,Grenada,11684.8591955366,0.583926792369285,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,583926.792369285
2001,Grenada,11340.1824083418,0.538953762952948,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,538953.762952948
2000,Grenada,11632.1744534748,0.533266326046291,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,533266.326046291
1999,Grenada,11165.3273481534,0.751449961115744,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,751449.9611157441
1998,Grenada,10515.5495034912,0.747106377760379,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,747106.377760379
1997,Grenada,9473.57864915245,0.861405791458122,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,861405.791458122
1996,Grenada,9082.28099546336,0.635852520462021,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,635852.520462021
1995,Grenada,8756.18058138433,0.59979397125225,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,599793.97125225
1994,Grenada,8634.37396353889,0.672884872694836,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,672884.872694836
1993,Grenada,8553.27660201215,0.580180109784923,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,580180.1097849229
1992,Grenada,8791.14249723833,0.518690576957146,GRD,Upper middle income,Latin America & Caribbean ,Saint George's,518690.57695714606
2023,Guatemala,12389.385871782,1.17790845909906,GTM,Upper middle income,Latin America & Caribbean ,Guatemala City,1177908.4590990602
2022,Guatemala,12153.0305986535,1.11930959631781,GTM,Upper middle income,Latin America & Caribbean ,Guatemala City,1119309.59631781
