year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city
1998,Djibouti,,1.63651494526362,DJI,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Djibouti
1997,Djibouti,,1.6717350111712,DJI,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Djibouti
1996,Djibouti,,1.71682491501478,DJI,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Djibouti
1995,Djibouti,,1.694272707456,DJI,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Djibouti
1994,Djibouti,,1.68100078186083,DJI,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Djibouti
1993,Djibouti,,1.67555291455364,DJI,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Djibouti
1992,Djibouti,,1.67137905145285,DJI,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Djibouti
2023,Dominica,17420.2512475009,1.20132310930687,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2022,Dominica,16557.6406670121,1.13428904917248,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2021,Dominica,15594.2853457545,1.12347846790274,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2020,Dominica,14508.9226429359,1.01223861601527,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2019,Dominica,17318.9628927132,1.2389510901591,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2018,Dominica,16344.8995689748,1.09865931293455,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2017,Dominica,15710.7113748193,1.01027797243635,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2016,Dominica,16556.0160260244,1.11628307904491,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2015,Dominica,15926.804831029,1.02826303081949,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2014,Dominica,16382.6718477171,0.950648686285933,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2013,Dominica,15786.8264759708,0.859212508068565,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2012,Dominica,16084.0142472222,0.785613009635695,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2011,Dominica,16271.4691231993,0.861656988110582,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2010,Dominica,16353.8707601385,1.12258383072656,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2009,Dominica,16243.4244956821,1.0891031598513,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2008,Dominica,16438.0414010816,1.06892845731548,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2007,Dominica,15346.8543380667,1.11551701599198,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2006,Dominica,14438.7118129373,0.93305816353225,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2005,Dominica,13810.3495138773,0.88020484767364,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2004,Dominica,13737.351145971,0.89586155661408,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2003,Dominica,13353.6269812235,0.8404955421634,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2002,Dominica,12586.050836082,0.741585852823731,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2001,Dominica,12967.3270640923,0.817127460168697,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2000,Dominica,12933.3763191895,0.808629271211922,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
1999,Dominica,12571.7516926789,0.898794830840714,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
1998,Dominica,12481.3622047047,0.522249869799201,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
1997,Dominica,11997.0473764645,0.90766100520931,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
1996,Dominica,11721.6697194031,0.930701628007492,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
1995,Dominica,11359.1049170757,0.84786019663447,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
1994,Dominica,11023.6842384446,0.736934525094636,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
1993,Dominica,11026.8677683114,0.5588120922328,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
1992,Dominica,10810.3890270874,0.311575910566174,DMA,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Roseau
2023,Dominican Republic,23087.9343626862,2.7667519910619,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2022,Dominican Republic,22757.3896159896,2.63956033505913,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2021,Dominican Republic,21912.2589614037,2.66699006677409,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2020,Dominican Republic,19721.3207241074,2.44363798224976,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2019,Dominican Republic,21363.8610383998,2.61836675327975,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2018,Dominican Republic,20547.6589012268,2.3762450434996,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2017,Dominican Republic,19414.0012214465,2.22925377264857,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2016,Dominican Republic,18751.2870603502,2.35654314154574,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2015,Dominican Republic,17777.0111588467,2.28736858074052,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2014,Dominican Republic,16817.6442268689,2.10302371337657,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2013,Dominican Republic,15897.5630395056,2.10683263106233,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2012,Dominican Republic,15344.3342939808,2.17248332764174,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2011,Dominican Republic,15125.8385146394,2.12358785841528,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2010,Dominican Republic,14853.6335562302,2.1303795502626,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2009,Dominican Republic,13886.8842670463,2.04580277073396,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2008,Dominican Republic,13932.2340455469,2.16381684987042,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2007,Dominican Republic,13666.6876903837,2.19426294817346,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2006,Dominican Republic,12879.0658881894,2.20260110523474,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2005,Dominican Republic,11945.3157357793,2.03643693887741,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2004,Dominican Republic,11060.1599596071,1.91341094435826,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2003,Dominican Republic,10932.235090674,2.09249472753552,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2002,Dominican Republic,11242.0718313323,2.37388636880968,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2001,Dominican Republic,10921.2606213166,2.19492876549993,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2000,Dominican Republic,10828.0867688395,2.21432657012485,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
1999,Dominican Republic,10514.8052537037,2.15501441593671,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
1998,Dominican Republic,10087.4848082092,2.02028503692138,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
1997,Dominican Republic,9610.38342448813,1.79626374986879,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
1996,Dominican Republic,8981.2818954165,1.6065318426958,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
1995,Dominican Republic,8630.22518645459,1.52081961279723,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
1994,Dominican Republic,8320.40063061566,1.4575104621805,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
1993,Dominican Republic,8266.62192218956,1.27142122031367,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
1992,Dominican Republic,7851.6625255955,1.31286124664551,DOM,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Santo Domingo
2023,Ecuador,14472.3165053895,2.52102284511145,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2022,Ecuador,14263.2039756632,2.37098542479234,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2021,Ecuador,13539.7108484794,2.25588597600763,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2020,Ecuador,12425.0175450466,2.03535664549288,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2019,Ecuador,13853.4207787933,2.35444928238553,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2018,Ecuador,14066.1762612468,2.42655713961198,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2017,Ecuador,14161.7051815893,2.37262775858901,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2016,Ecuador,13569.7967959864,2.48237230840649,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2015,Ecuador,13864.4877052902,2.59821808686404,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2014,Ecuador,14047.4913782084,2.6530883078921,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2013,Ecuador,13672.3064630751,2.55258893329642,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2012,Ecuador,12945.0771751419,2.43528946531234,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2011,Ecuador,12433.758980372,2.46292189199599,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2010,Ecuador,11651.3422970974,2.47893188792371,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2009,Ecuador,11389.4948561309,2.33877024035013,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2008,Ecuador,11460.4053920721,2.18674842379543,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2007,Ecuador,10939.3443718859,2.152284776931,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2006,Ecuador,10920.0352242273,2.14623163734598,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2005,Ecuador,10647.0863990257,2.03933031844273,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2004,Ecuador,10277.9999522418,1.92717144714988,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2003,Ecuador,9790.75094494132,1.85733111402027,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2002,Ecuador,9685.6215689776,1.84923330506013,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2001,Ecuador,9393.5430677334,1.88285876719692,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2000,Ecuador,9171.7510824383,1.73712208628341,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
1999,Ecuador,9231.59260940782,1.73976879581454,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
1998,Ecuador,9864.59662926731,2.00036176095306,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
1997,Ecuador,9727.28188712066,2.07608148430317,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
1996,Ecuador,9497.57349177969,2.02923558223513,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
1995,Ecuador,9513.45553558235,1.79472627357165,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
1994,Ecuador,9482.49172956151,1.66645899644545,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
1993,Ecuador,9272.88995126834,1.62083162023813,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
1992,Ecuador,9279.93728227759,1.69543302695083,ECU,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Quito
2023,"Egypt, Arab Rep.",16691.1332373374,2.17689107644029,EGY,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Cairo
2022,"Egypt, Arab Rep.",16360.3907750364,2.19467715046185,EGY,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Cairo
2021,"Egypt, Arab Rep.",15579.0160861551,2.25075012837405,EGY,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Cairo
2020,"Egypt, Arab Rep.",15309.2359881702,2.06914095436602,EGY,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Cairo
